time,month_factor,month_and_year_factor,latitude,longitude,county,county_factor,year,count,2m_temperature,total_precipitation,low_vegetation_cover,high_vegetation_cover,10m_wind_speed,volumetric_soil_water_layer_1,total_cloud_cover,housingdensity,population,populationdensity
12/1/2017,11,59,37.5,-121,Merced,23,2017,0,49.45,0.0001,0.676,0.31,1.61,0.13,0.49,85266,271096,140.1
12/1/2017,11,59,41.75,-121,Modoc,24,2017,0,27.58,0.0006,0.879,0.11,2.15,0.27,0.56,5259,8876,2.27
12/1/2017,11,59,38.5,-119.75,Mono,25,2017,0,27.99,0.0002,0.669,0.28,1.97,0.36,0.46,14113,14354,4.71
12/1/2017,11,59,36.75,-124,Monterey,26,2017,0,56.07,0,0.059,0.09,5.37,0.02,0.52,141679,434534,132.46
12/1/2017,11,59,38.5,-122.5,Napa,27,2017,0,49.38,0,0.033,0.97,1.8,0.22,0.54,55826,139878,186.91
12/1/2017,11,59,39.5,-121.25,Nevada,28,2017,0,36.78,0.0007,0.081,0.89,2.58,0.44,0.5,53864,99367,103.75
12/1/2017,11,59,33.75,-118,Orange,29,2017,0,60.14,0,0.528,0.09,2.19,0.04,0.37,1101613,3174289,4015.19
12/1/2017,11,59,39.25,-121.25,Placer,30,2017,0,42,0.0006,0.205,0.78,2.35,0.39,0.51,163862,385115,273.71
12/1/2017,11,59,40.5,-121.5,Plumas,31,2017,0,30.68,0.0007,0.156,0.82,2.46,0.46,0.51,15818,18660,7.37
12/1/2017,11,59,34,-117.5,Riverside,32,2017,4,54.5,0,0.818,0.18,1.93,0.05,0.34,839357,2414964,335.11
12/1/2017,11,59,38.75,-121.5,Sacramento,33,2017,0,47.05,0.0002,0.489,0.5,1.89,0.27,0.53,569623,1527301,1583.29
12/1/2017,11,59,37,-121.5,San Benito,34,2017,0,48.97,0,0.411,0.57,1.62,0.17,0.5,18871,60164,43.32
12/1/2017,11,59,36.25,-117.75,San Bernardino,35,2017,2,50.64,0,0.914,0.06,2.08,0.01,0.32,719171,2150945,107.24
12/1/2017,11,59,33.25,-117.75,San Diego,36,2017,1,57.86,0,0.631,0.16,2.02,0.05,0.37,1213992,3321237,789.52
12/1/2017,11,59,38.25,-121.5,San Joaquin,37,2017,0,47.34,0.0001,0.508,0.47,1.77,0.22,0.51,242746,743296,534.24
12/1/2017,11,59,36,-124,San Luis Obispo,38,2017,0,56.69,0,0.073,0.1,5.58,0.03,0.48,121880,282481,85.64
12/1/2017,11,59,37.75,-124,San Mateo,39,2017,0,55.49,0.0001,0.013,0.04,5.04,0.03,0.54,278055,768901,1714.73
12/1/2017,11,59,35,-123.75,Santa Barbara,40,2017,2,58.63,0,0.013,0.06,5.88,0.01,0.43,157006,445298,162.81
12/1/2017,11,59,37.5,-122,Santa Clara,41,2017,0,49.28,0,0.335,0.64,1.71,0.2,0.51,671004,1932510,1497.95
12/1/2017,11,59,37,-124,Santa Cruz,42,2017,0,55.59,0.0001,0.018,0.06,4.78,0.03,0.53,106311,274856,617.42
12/1/2017,11,59,41.25,-122.5,Shasta,43,2017,0,38.41,0.0005,0.222,0.77,2.48,0.41,0.54,78840,179384,47.51
12/1/2017,11,59,39.75,-121,Sierra,44,2017,0,35.26,0.0009,0.033,0.97,2.99,0.46,0.5,2356,3002,3.15
12/1/2017,11,59,42,-123.75,Siskiyou,45,2017,0,33.92,0.0008,0.306,0.68,1.87,0.37,0.59,24138,43622,6.95
12/1/2017,11,59,38.25,-122,Solano,46,2017,0,49.73,0,0.417,0.56,2,0.17,0.56,157905,443511,539.71
12/1/2017,11,59,38.75,-124,Sonoma,47,2017,0,52.83,0.0001,0.024,0.19,4.05,0.07,0.53,209209,502469,318.86
12/1/2017,11,59,37.75,-121.25,Stanislaus,48,2017,0,48.56,0.0001,0.545,0.44,1.78,0.16,0.5,181586,544717,364.4
12/1/2017,11,59,39.25,-121.75,Sutter,49,2017,0,49.1,0.0002,0.54,0.46,2.21,0.22,0.52,34412,96204,159.7
12/1/2017,11,59,40.25,-122.75,Tehama,50,2017,0,46.98,0.0002,0.297,0.67,2.1,0.3,0.51,27529,63847,21.65
12/1/2017,11,59,41.25,-123.5,Trinity,51,2017,0,39.04,0.0005,0.02,0.98,1.48,0.44,0.57,8888,12726,4
12/1/2017,11,59,36.75,-119.5,Tulare,52,2017,0,44.73,0.0001,0.378,0.61,1.45,0.25,0.42,148935,462308,95.83
12/1/2017,11,59,38.25,-120.5,Tuolumne,53,2017,0,41.99,0.0003,0.233,0.74,2.1,0.36,0.48,31523,53976,24.3
12/1/2017,11,59,34.5,-120,Ventura,54,2017,0,59.21,0,0.161,0.08,3.56,0.02,0.39,288792,849044,460.65
12/1/2017,11,59,38.75,-122.25,Yolo,55,2017,0,50.1,0,0.379,0.61,2.16,0.17,0.53,77920,218477,215.31
12/1/2017,11,59,39.5,-121.5,Yuba,56,2017,0,46.71,0.0005,0.362,0.64,2.32,0.34,0.51,28582,76578,121.2
1/1/2018,0,60,37.75,-122.25,Alameda,1,2018,0,51.82,0.0027,0.596,0.18,1.78,0.3,0.77,615030,1666756,2255.36
1/1/2018,0,60,38.5,-120.75,Amador,2,2018,0,47.25,0.0059,0.002,1,2.34,0.43,0.68,18452,39405,66.27
1/1/2018,0,60,40,-121.75,Butte,3,2018,0,47.38,0.0064,0.176,0.82,2.41,0.41,0.78,100074,230339,140.75
1/1/2018,0,60,38.5,-120.75,Calaveras,4,2018,0,44.48,0.005,0.078,0.92,2.11,0.41,0.69,28063,45698,44.8
1/1/2018,0,60,39.25,-122.25,Colusa,5,2018,0,51.98,0.0027,0.392,0.57,1.91,0.29,0.76,8061,21418,18.61
1/1/2018,0,60,38,-122.25,Contra Costa,6,2018,0,51.5,0.0028,0.579,0.31,1.76,0.3,0.79,415893,1150519,1607
1/1/2018,0,60,41.75,-124,Del Norte,7,2018,0,46.85,0.0094,0.001,1,3.52,0.24,0.84,11418,27740,27.56
1/1/2018,0,60,39,-121,El Dorado,8,2018,0,40.6,0.0055,0.114,0.86,2.24,0.46,0.72,91119,190746,111.69
1/1/2018,0,60,37.25,-120.75,Fresno,9,2018,0,50.56,0.0022,0.44,0.56,1.61,0.3,0.68,333779,991950,166.49
1/1/2018,0,60,39.75,-122.5,Glenn,10,2018,0,51.25,0.003,0.636,0.36,1.99,0.32,0.77,11038,27967,21.28
1/1/2018,0,60,42,-124,Humboldt,11,2018,0,38.81,0.0028,0.688,0.3,2.03,0.28,0.76,63331,136244,38.19
1/1/2018,0,60,33.5,-116,Imperial,12,2018,0,61.83,0.0002,0.964,0.01,1.76,0.01,0.49,57871,181523,43.46
1/1/2018,0,60,38,-118.75,Inyo,13,2018,0,39.24,0.0012,0.864,0.09,1.41,0.17,0.59,9593,17946,1.76
1/1/2018,0,60,36,-120,Kern,14,2018,0,50.66,0.0013,0.699,0.29,1.9,0.17,0.63,300359,893758,109.91
1/1/2018,0,60,36.25,-120.25,Kings,15,2018,0,54.92,0.0015,0.778,0.22,1.58,0.24,0.68,46636,151382,108.95
1/1/2018,0,60,42,-123,Lake,16,2018,0,39.08,0.0024,0.57,0.41,2.35,0.35,0.79,34714,64317,51.19
1/1/2018,0,60,40.75,-121,Lassen,17,2018,0,36.51,0.002,0.757,0.21,1.86,0.34,0.79,12775,30618,6.74
1/1/2018,0,60,34.75,-119.25,Los Angeles,18,2018,0,58.55,0.0015,0.313,0.06,3.32,0.06,0.61,3561369,10073906,2482.55
1/1/2018,0,60,37.5,-120.25,Madera,19,2018,0,47.94,0.003,0.286,0.71,1.66,0.34,0.67,50968,156882,73.41
1/1/2018,0,60,38,-124,Marin,20,2018,0,54.35,0.0029,0.012,0.15,4.79,0.03,0.77,113185,259662,499.05
1/1/2018,0,60,38,-120,Mariposa,21,2018,0,37.35,0.0039,0.371,0.61,1.78,0.42,0.66,10404,17405,12.01
1/1/2018,0,60,40,-124,Mendocino,22,2018,0,48.35,0.0057,0.005,0.72,2.59,0.32,0.81,40907,87401,24.93
1/1/2018,0,60,37.5,-121,Merced,23,2018,0,53.03,0.0024,0.676,0.31,1.74,0.26,0.71,85763,274151,141.68
1/1/2018,0,60,41.75,-121,Modoc,24,2018,0,35.23,0.0018,0.879,0.11,2.43,0.34,0.79,5266,8800,2.25
1/1/2018,0,60,38.5,-119.75,Mono,25,2018,0,30.4,0.002,0.669,0.28,1.91,0.37,0.65,14134,14403,4.72
1/1/2018,0,60,36.75,-124,Monterey,26,2018,0,56.09,0.0023,0.059,0.09,5.19,0.04,0.73,142461,433950,132.28
1/1/2018,0,60,38.5,-122.5,Napa,27,2018,0,50.75,0.0031,0.033,0.97,1.56,0.34,0.78,55435,138789,185.46
1/1/2018,0,60,39.5,-121.25,Nevada,28,2018,0,40.53,0.0058,0.081,0.89,2.24,0.46,0.75,54266,99508,103.9
1/1/2018,0,60,33.75,-118,Orange,29,2018,0,60.19,0.0016,0.528,0.09,2.3,0.1,0.6,1110839,3175973,4017.32
1/1/2018,0,60,39.25,-121.25,Placer,30,2018,0,45.33,0.0061,0.205,0.78,2.11,0.42,0.73,167085,392330,278.84
1/1/2018,0,60,40.5,-121.5,Plumas,31,2018,0,35.42,0.0049,0.156,0.82,2.06,0.48,0.81,15870,18741,7.4
1/1/2018,0,60,34,-117.5,Riverside,32,2018,0,56,0.0012,0.818,0.18,1.81,0.11,0.56,847661,2445789,339.39
1/1/2018,0,60,38.75,-121.5,Sacramento,33,2018,0,50.89,0.0041,0.489,0.5,1.82,0.35,0.75,574375,1538746,1595.15
1/1/2018,0,60,37,-121.5,San Benito,34,2018,0,52.17,0.0022,0.411,0.57,1.66,0.28,0.74,19436,61467,44.26
1/1/2018,0,60,36.25,-117.75,San Bernardino,35,2018,0,53.32,0.0007,0.914,0.06,1.92,0.05,0.56,725898,2166753,108.03
1/1/2018,0,60,33.25,-117.75,San Diego,36,2018,0,58.46,0.0011,0.631,0.16,2.17,0.09,0.57,1224237,3333861,792.53
1/1/2018,0,60,38.25,-121.5,San Joaquin,37,2018,0,51.18,0.0037,0.508,0.47,1.81,0.33,0.75,245482,752491,540.85
1/1/2018,0,60,36,-124,San Luis Obispo,38,2018,0,56.94,0.0019,0.073,0.1,5.39,0.05,0.7,122959,283354,85.9
1/1/2018,0,60,37.75,-124,San Mateo,39,2018,0,55.21,0.0025,0.013,0.04,4.93,0.04,0.77,279453,768681,1714.24
1/1/2018,0,60,35,-123.75,Santa Barbara,40,2018,0,58.16,0.0015,0.013,0.06,6.2,0.02,0.68,158304,445780,162.99
1/1/2018,0,60,37.5,-122,Santa Clara,41,2018,0,51.64,0.0025,0.335,0.64,1.68,0.33,0.75,678442,1932337,1497.82
1/1/2018,0,60,37,-124,Santa Cruz,42,2018,0,55.38,0.0026,0.018,0.06,4.62,0.04,0.75,106725,273841,615.14
1/1/2018,0,60,41.25,-122.5,Shasta,43,2018,0,42.1,0.0048,0.222,0.77,2.2,0.46,0.81,79192,179709,47.6
1/1/2018,0,60,39.75,-121,Sierra,44,2018,0,39.05,0.007,0.033,0.97,2.28,0.48,0.78,2361,2997,3.14
1/1/2018,0,60,42,-123.75,Siskiyou,45,2018,0,38.08,0.0042,0.306,0.68,2.08,0.41,0.83,24208,43550,6.94
1/1/2018,0,60,38.25,-122,Solano,46,2018,0,51.31,0.0028,0.417,0.56,1.68,0.31,0.79,158818,445725,542.4
1/1/2018,0,60,38.75,-124,Sonoma,47,2018,0,53.41,0.0039,0.024,0.19,4.51,0.09,0.77,205114,498643,316.43
1/1/2018,0,60,37.75,-121.25,Stanislaus,48,2018,0,52.33,0.0031,0.545,0.44,1.81,0.29,0.74,182276,548126,366.68
1/1/2018,0,60,39.25,-121.75,Sutter,49,2018,0,51.89,0.0035,0.54,0.46,1.98,0.33,0.75,34484,96348,159.94
1/1/2018,0,60,40.25,-122.75,Tehama,50,2018,0,48.28,0.0035,0.297,0.67,1.88,0.39,0.79,27681,64018,21.7
1/1/2018,0,60,41.25,-123.5,Trinity,51,2018,0,40.8,0.0046,0.02,0.98,1.59,0.47,0.84,8955,12567,3.95
1/1/2018,0,60,36.75,-119.5,Tulare,52,2018,0,47.42,0.0018,0.378,0.61,1.46,0.3,0.65,150162,464589,96.3
1/1/2018,0,60,38.25,-120.5,Tuolumne,53,2018,0,44.73,0.0047,0.233,0.74,1.96,0.41,0.67,31613,54387,24.49
1/1/2018,0,60,34.5,-120,Ventura,54,2018,0,58.75,0.0015,0.161,0.08,4.32,0.05,0.63,291006,848142,460.16
1/1/2018,0,60,38.75,-122.25,Yolo,55,2018,0,51.29,0.003,0.379,0.61,1.72,0.31,0.77,78496,220118,216.93
1/1/2018,0,60,39.5,-121.5,Yuba,56,2018,0,50.1,0.0054,0.362,0.64,2.09,0.4,0.75,28667,77557,122.75
2/1/2018,1,61,37.75,-122.25,Alameda,1,2018,0,52.21,0.0003,0.596,0.18,2.26,0.18,0.25,615030,1666756,2255.36
2/1/2018,1,61,38.5,-120.75,Amador,2,2018,0,44.54,0.0012,0.002,1,2.59,0.37,0.31,18452,39405,66.27
2/1/2018,1,61,40,-121.75,Butte,3,2018,0,46.81,0.0009,0.176,0.82,2.79,0.31,0.36,100074,230339,140.75
2/1/2018,1,61,38.5,-120.75,Calaveras,4,2018,0,41.43,0.0011,0.078,0.92,2.33,0.35,0.32,28063,45698,44.8
2/1/2018,1,61,39.25,-122.25,Colusa,5,2018,0,54.79,0.0001,0.392,0.57,3.03,0.15,0.29,8061,21418,18.61
2/1/2018,1,61,38,-122.25,Contra Costa,6,2018,0,52.85,0.0002,0.579,0.31,2.38,0.18,0.26,415893,1150519,1607
2/1/2018,1,61,41.75,-124,Del Norte,7,2018,0,43.9,0.0029,0.001,1,3.56,0.2,0.5,11418,27740,27.56
2/1/2018,1,61,39,-121,El Dorado,8,2018,0,37.19,0.0013,0.114,0.86,2.53,0.42,0.38,91119,190746,111.69
2/1/2018,1,61,37.25,-120.75,Fresno,9,2018,0,49.06,0.0007,0.44,0.56,1.82,0.23,0.25,333779,991950,166.49
2/1/2018,1,61,39.75,-122.5,Glenn,10,2018,0,53.4,0.0001,0.636,0.36,2.98,0.17,0.32,11038,27967,21.28
2/1/2018,1,61,42,-124,Humboldt,11,2018,0,35.1,0.0011,0.688,0.3,2.35,0.2,0.52,63331,136244,38.19
2/1/2018,1,61,33.5,-116,Imperial,12,2018,0,60.39,0,0.964,0.01,2.14,0,0.24,57871,181523,43.46
2/1/2018,1,61,38,-118.75,Inyo,13,2018,1,36.28,0.0005,0.864,0.09,1.62,0.12,0.31,9593,17946,1.76
2/1/2018,1,61,36,-120,Kern,14,2018,0,48.71,0.0004,0.699,0.29,2.2,0.09,0.22,300359,893758,109.91
2/1/2018,1,61,36.25,-120.25,Kings,15,2018,0,54.86,0.0003,0.778,0.22,1.85,0.17,0.22,46636,151382,108.95
2/1/2018,1,61,42,-123,Lake,16,2018,0,35.92,0.0007,0.57,0.41,2.55,0.29,0.49,34714,64317,51.19
2/1/2018,1,61,40.75,-121,Lassen,17,2018,0,33.8,0.0007,0.757,0.21,2.32,0.26,0.48,12775,30618,6.74
2/1/2018,1,61,34.75,-119.25,Los Angeles,18,2018,0,56.13,0.0003,0.313,0.06,3.59,0.02,0.24,3561369,10073906,2482.55
2/1/2018,1,61,37.5,-120.25,Madera,19,2018,0,45.4,0.0008,0.286,0.71,1.73,0.27,0.28,50968,156882,73.41
2/1/2018,1,61,38,-124,Marin,20,2018,0,52.92,0.0002,0.012,0.15,7.24,0.02,0.31,113185,259662,499.05
2/1/2018,1,61,38,-120,Mariposa,21,2018,0,33.24,0.0012,0.371,0.61,1.93,0.38,0.35,10404,17405,12.01
2/1/2018,1,61,40,-124,Mendocino,22,2018,0,47.11,0.0008,0.005,0.72,3.64,0.25,0.35,40907,87401,24.93
2/1/2018,1,61,37.5,-121,Merced,23,2018,0,52.29,0.0004,0.676,0.31,2.01,0.16,0.26,85763,274151,141.68
2/1/2018,1,61,41.75,-121,Modoc,24,2018,0,30.35,0.0009,0.879,0.11,2.45,0.27,0.54,5266,8800,2.25
2/1/2018,1,61,38.5,-119.75,Mono,25,2018,0,26.18,0.0008,0.669,0.28,2.06,0.32,0.39,14134,14403,4.72
2/1/2018,1,61,36.75,-124,Monterey,26,2018,1,54.24,0.0004,0.059,0.09,7.16,0.03,0.38,142461,433950,132.28
2/1/2018,1,61,38.5,-122.5,Napa,27,2018,0,52.41,0.0002,0.033,0.97,2.26,0.23,0.28,55435,138789,185.46
2/1/2018,1,61,39.5,-121.25,Nevada,28,2018,0,37.09,0.0015,0.081,0.89,2.6,0.42,0.4,54266,99508,103.9
2/1/2018,1,61,33.75,-118,Orange,29,2018,0,57.76,0.0005,0.528,0.09,2.66,0.06,0.28,1110839,3175973,4017.32
2/1/2018,1,61,39.25,-121.25,Placer,30,2018,0,43.03,0.0012,0.205,0.78,2.53,0.36,0.34,167085,392330,278.84
2/1/2018,1,61,40.5,-121.5,Plumas,31,2018,0,32.66,0.0012,0.156,0.82,2.41,0.45,0.44,15870,18741,7.4
2/1/2018,1,61,34,-117.5,Riverside,32,2018,0,53.04,0.0005,0.818,0.18,1.98,0.07,0.29,847661,2445789,339.39
2/1/2018,1,61,38.75,-121.5,Sacramento,33,2018,0,51.19,0.0005,0.489,0.5,2.33,0.24,0.28,574375,1538746,1595.15
2/1/2018,1,61,37,-121.5,San Benito,34,2018,0,50.79,0.0004,0.411,0.57,1.94,0.2,0.27,19436,61467,44.26
2/1/2018,1,61,36.25,-117.75,San Bernardino,35,2018,0,52.08,0.0002,0.914,0.06,2.38,0.02,0.23,725898,2166753,108.03
2/1/2018,1,61,33.25,-117.75,San Diego,36,2018,0,55.59,0.0006,0.631,0.16,2.42,0.06,0.31,1224237,3333861,792.53
2/1/2018,1,61,38.25,-121.5,San Joaquin,37,2018,0,50.98,0.0004,0.508,0.47,2.18,0.22,0.26,245482,752491,540.85
2/1/2018,1,61,36,-124,San Luis Obispo,38,2018,0,55.21,0.0004,0.073,0.1,6.76,0.03,0.35,122959,283354,85.9
2/1/2018,1,61,37.75,-124,San Mateo,39,2018,0,53.66,0.0003,0.013,0.04,7.46,0.03,0.34,279453,768681,1714.24
2/1/2018,1,61,35,-123.75,Santa Barbara,40,2018,0,55.98,0.0003,0.013,0.06,6.86,0.02,0.3,158304,445780,162.99
2/1/2018,1,61,37.5,-122,Santa Clara,41,2018,0,50.97,0.0004,0.335,0.64,2.1,0.21,0.27,678442,1932337,1497.82
2/1/2018,1,61,37,-124,Santa Cruz,42,2018,0,53.75,0.0003,0.018,0.06,6.7,0.03,0.31,106725,273841,615.14
2/1/2018,1,61,41.25,-122.5,Shasta,43,2018,0,40.85,0.0006,0.222,0.77,2.61,0.37,0.42,79192,179709,47.6
2/1/2018,1,61,39.75,-121,Sierra,44,2018,0,35.94,0.0019,0.033,0.97,2.81,0.44,0.41,2361,2997,3.14
2/1/2018,1,61,42,-123.75,Siskiyou,45,2018,0,35.91,0.0014,0.306,0.68,2.14,0.34,0.52,24208,43550,6.94
2/1/2018,1,61,38.25,-122,Solano,46,2018,0,53.54,0.0002,0.417,0.56,2.55,0.18,0.28,158818,445725,542.4
2/1/2018,1,61,38.75,-124,Sonoma,47,2018,0,51.87,0.0003,0.024,0.19,6.96,0.06,0.31,205114,498643,316.43
2/1/2018,1,61,37.75,-121.25,Stanislaus,48,2018,0,51.47,0.0005,0.545,0.44,2.17,0.19,0.25,182276,548126,366.68
2/1/2018,1,61,39.25,-121.75,Sutter,49,2018,0,53.45,0.0003,0.54,0.46,2.75,0.2,0.29,34484,96348,159.94
2/1/2018,1,61,40.25,-122.75,Tehama,50,2018,0,49.07,0.0002,0.297,0.67,2.76,0.26,0.35,27681,64018,21.7
2/1/2018,1,61,41.25,-123.5,Trinity,51,2018,0,39.97,0.001,0.02,0.98,2.06,0.41,0.45,8955,12567,3.95
2/1/2018,1,61,36.75,-119.5,Tulare,52,2018,0,44.95,0.0009,0.378,0.61,1.57,0.26,0.26,150162,464589,96.3
2/1/2018,1,61,38.25,-120.5,Tuolumne,53,2018,0,41.55,0.0011,0.233,0.74,2.15,0.34,0.31,31613,54387,24.49
2/1/2018,1,61,34.5,-120,Ventura,54,2018,0,56.16,0.0002,0.161,0.08,4.51,0.03,0.21,291006,848142,460.16
2/1/2018,1,61,38.75,-122.25,Yolo,55,2018,0,53.86,0.0003,0.379,0.61,2.72,0.17,0.28,78496,220118,216.93
2/1/2018,1,61,39.5,-121.5,Yuba,56,2018,0,49.8,0.0009,0.362,0.64,2.6,0.3,0.32,28667,77557,122.75
3/1/2018,2,62,37.75,-122.25,Alameda,1,2018,0,53.96,0.0034,0.596,0.18,2.4,0.3,0.62,615030,1666756,2255.36
3/1/2018,2,62,38.5,-120.75,Amador,2,2018,0,46.46,0.0123,0.002,1,3.05,0.45,0.65,18452,39405,66.27
3/1/2018,2,62,40,-121.75,Butte,3,2018,0,47.43,0.0104,0.176,0.82,2.95,0.41,0.66,100074,230339,140.75
3/1/2018,2,62,38.5,-120.75,Calaveras,4,2018,0,44.17,0.0119,0.078,0.92,2.78,0.42,0.65,28063,45698,44.8
3/1/2018,2,62,39.25,-122.25,Colusa,5,2018,0,55.14,0.0033,0.392,0.57,2.63,0.29,0.59,8061,21418,18.61
3/1/2018,2,62,38,-122.25,Contra Costa,6,2018,0,54.98,0.0034,0.579,0.31,2.46,0.29,0.62,415893,1150519,1607
3/1/2018,2,62,41.75,-124,Del Norte,7,2018,0,44.46,0.0104,0.001,1,3.74,0.24,0.71,11418,27740,27.56
3/1/2018,2,62,39,-121,El Dorado,8,2018,0,39.13,0.0122,0.114,0.86,2.85,0.46,0.68,91119,190746,111.69
3/1/2018,2,62,37.25,-120.75,Fresno,9,2018,0,51.81,0.0064,0.44,0.56,2.04,0.35,0.57,333779,991950,166.49
3/1/2018,2,62,39.75,-122.5,Glenn,10,2018,0,54.09,0.0035,0.636,0.36,2.7,0.3,0.6,11038,27967,21.28
3/1/2018,2,62,42,-124,Humboldt,11,2018,0,38.94,0.0037,0.688,0.3,2.35,0.28,0.65,63331,136244,38.19
3/1/2018,2,62,33.5,-116,Imperial,12,2018,0,65.66,0.0001,0.964,0.01,2.31,0.01,0.48,57871,181523,43.46
3/1/2018,2,62,38,-118.75,Inyo,13,2018,0,38.96,0.003,0.864,0.09,1.75,0.2,0.53,9593,17946,1.76
3/1/2018,2,62,36,-120,Kern,14,2018,0,51.38,0.0031,0.699,0.29,2.38,0.21,0.59,300359,893758,109.91
3/1/2018,2,62,36.25,-120.25,Kings,15,2018,0,57.55,0.0029,0.778,0.22,2.13,0.28,0.55,46636,151382,108.95
3/1/2018,2,62,42,-123,Lake,16,2018,0,38.1,0.0033,0.57,0.41,2.57,0.36,0.67,34714,64317,51.19
3/1/2018,2,62,40.75,-121,Lassen,17,2018,0,35.84,0.0039,0.757,0.21,2.35,0.31,0.68,12775,30618,6.74
3/1/2018,2,62,34.75,-119.25,Los Angeles,18,2018,0,56.42,0.0023,0.313,0.06,3.74,0.08,0.59,3561369,10073906,2482.55
3/1/2018,2,62,37.5,-120.25,Madera,19,2018,0,48.67,0.0098,0.286,0.71,2.16,0.39,0.59,50968,156882,73.41
3/1/2018,2,62,38,-124,Marin,20,2018,0,52.47,0.0028,0.012,0.15,5.5,0.03,0.6,113185,259662,499.05
3/1/2018,2,62,38,-120,Mariposa,21,2018,0,35.69,0.0123,0.371,0.61,2.31,0.43,0.65,10404,17405,12.01
3/1/2018,2,62,40,-124,Mendocino,22,2018,0,47.13,0.0062,0.005,0.72,2.92,0.32,0.66,40907,87401,24.93
3/1/2018,2,62,37.5,-121,Merced,23,2018,0,55.48,0.0046,0.676,0.31,2.22,0.3,0.56,85763,274151,141.68
3/1/2018,2,62,41.75,-121,Modoc,24,2018,0,33.45,0.0027,0.879,0.11,2.65,0.32,0.69,5266,8800,2.25
3/1/2018,2,62,38.5,-119.75,Mono,25,2018,0,27.81,0.0068,0.669,0.28,2.32,0.37,0.62,14134,14403,4.72
3/1/2018,2,62,36.75,-124,Monterey,26,2018,0,53.96,0.0034,0.059,0.09,5.34,0.05,0.59,142461,433950,132.28
3/1/2018,2,62,38.5,-122.5,Napa,27,2018,0,53.42,0.004,0.033,0.97,2.26,0.33,0.63,55435,138789,185.46
3/1/2018,2,62,39.5,-121.25,Nevada,28,2018,0,39.21,0.0117,0.081,0.89,2.87,0.46,0.69,54266,99508,103.9
3/1/2018,2,62,33.75,-118,Orange,29,2018,0,58.22,0.002,0.528,0.09,2.55,0.14,0.61,1110839,3175973,4017.32
3/1/2018,2,62,39.25,-121.25,Placer,30,2018,0,45.44,0.012,0.205,0.78,2.85,0.43,0.67,167085,392330,278.84
3/1/2018,2,62,40.5,-121.5,Plumas,31,2018,0,33.7,0.0093,0.156,0.82,2.45,0.47,0.7,15870,18741,7.4
3/1/2018,2,62,34,-117.5,Riverside,32,2018,0,55.53,0.0016,0.818,0.18,2.06,0.15,0.6,847661,2445789,339.39
3/1/2018,2,62,38.75,-121.5,Sacramento,33,2018,0,54.76,0.0062,0.489,0.5,2.57,0.36,0.61,574375,1538746,1595.15
3/1/2018,2,62,37,-121.5,San Benito,34,2018,0,52.91,0.0038,0.411,0.57,1.97,0.32,0.59,19436,61467,44.26
3/1/2018,2,62,36.25,-117.75,San Bernardino,35,2018,0,56.15,0.001,0.914,0.06,2.7,0.06,0.51,725898,2166753,108.03
3/1/2018,2,62,33.25,-117.75,San Diego,36,2018,0,57.22,0.0013,0.631,0.16,2.42,0.12,0.61,1224237,3333861,792.53
3/1/2018,2,62,38.25,-121.5,San Joaquin,37,2018,0,54.37,0.0052,0.508,0.47,2.34,0.34,0.6,245482,752491,540.85
3/1/2018,2,62,36,-124,San Luis Obispo,38,2018,0,55.14,0.004,0.073,0.1,5.33,0.06,0.61,122959,283354,85.9
3/1/2018,2,62,37.75,-124,San Mateo,39,2018,0,53.24,0.0023,0.013,0.04,5.55,0.05,0.6,279453,768681,1714.24
3/1/2018,2,62,35,-123.75,Santa Barbara,40,2018,1,56,0.0037,0.013,0.06,5.77,0.03,0.61,158304,445780,162.99
3/1/2018,2,62,37.5,-122,Santa Clara,41,2018,0,52.35,0.0043,0.335,0.64,2.1,0.36,0.62,678442,1932337,1497.82
3/1/2018,2,62,37,-124,Santa Cruz,42,2018,0,53.4,0.003,0.018,0.06,5.12,0.04,0.58,106725,273841,615.14
3/1/2018,2,62,41.25,-122.5,Shasta,43,2018,1,42.09,0.0068,0.222,0.77,2.6,0.44,0.68,79192,179709,47.6
3/1/2018,2,62,39.75,-121,Sierra,44,2018,0,37.02,0.0137,0.033,0.97,2.82,0.48,0.7,2361,2997,3.14
3/1/2018,2,62,42,-123.75,Siskiyou,45,2018,0,37.92,0.0057,0.306,0.68,2.27,0.38,0.71,24208,43550,6.94
3/1/2018,2,62,38.25,-122,Solano,46,2018,0,55.43,0.0039,0.417,0.56,2.47,0.3,0.62,158818,445725,542.4
3/1/2018,2,62,38.75,-124,Sonoma,47,2018,0,51.55,0.0036,0.024,0.19,5.09,0.09,0.6,205114,498643,316.43
3/1/2018,2,62,37.75,-121.25,Stanislaus,48,2018,0,55.06,0.0045,0.545,0.44,2.31,0.31,0.58,182276,548126,366.68
3/1/2018,2,62,39.25,-121.75,Sutter,49,2018,0,55.62,0.005,0.54,0.46,2.71,0.33,0.6,34484,96348,159.94
3/1/2018,2,62,40.25,-122.75,Tehama,50,2018,0,49.45,0.0045,0.297,0.67,2.48,0.37,0.63,27681,64018,21.7
3/1/2018,2,62,41.25,-123.5,Trinity,51,2018,0,40.5,0.0056,0.02,0.98,1.81,0.46,0.7,8955,12567,3.95
3/1/2018,2,62,36.75,-119.5,Tulare,52,2018,0,47.88,0.0066,0.378,0.61,1.67,0.37,0.61,150162,464589,96.3
